"","College","Longitude","Latitude"
"1980","Luther Seminary",-93.196754,44.984815
"1981","Macalester College",-93.169855,44.936709
"1982","South Central College",-94.04741,44.174326
"1983","Minnesota State University-Mankato",-93.998494,44.147253
"1984","Regency Beauty Institute-Blaine",-93.266236,45.132464
"1985","Mayo Medical School",-92.466417,44.020808
"1986","Mayo School of Health Sciences",-92.466645,44.022784
"1987","Argosy University-Twin Cities",-93.173871,44.837284
"1988","Mesabi Range College",-92.549088,47.524554
"1989","Metropolitan State University",-93.074153,44.957017
"1990","University of Minnesota-Twin Cities",-93.235352,44.977886
"1991","University of Minnesota-Crookston",-96.609863,47.802021
"1992","Minneapolis Business College",-93.173351,45.005272
"1993","Minneapolis College of Art and Design",-93.274694,44.956988
"1994","Minneapolis Community and Technical College",-93.284489,44.972672
"1995","Herzing University-Minneapolis",-93.366498,45.056273
"1996","Minnesota School of Cosmetology-Woodbury Campus",-92.973902,44.92512
"1997","Crossroads College",-92.476297,43.997064
"1998","University of Minnesota-Duluth",-92.085177,46.818896
"1999","University of Minnesota-Morris",-95.901756,45.589829
"2000","Minnesota School of Business-Richfield",-93.297366,44.865436
"2001","Model College of Hair Design",-94.159214,45.558469
"2002","Minnesota State University Moorhead",-96.763376,46.866482
"2003","North Hennepin Community College",-93.373662,45.107408
"2004","National American University-Roseville",-93.170514,45.009683
"2005","Sanford-Brown College-Mendota Heights",-93.163291,44.86523
"2006","Normandale Community College",-93.331677,44.829706
"2007","North Central University",-93.261429,44.969389
"2008","Northland Community and Technical College",-96.162362,48.124955
"2009","Northwest Technical Institute",-93.135086,44.860069
"2010","University of Northwestern-St Paul",-93.171579,45.032969
"2011","Northwestern Health Sciences University",-93.311218,44.85097
"2012","Oak Hills Christian College",-94.901701,47.425836
"2013","Regency Beauty Institute-Burnsville",-93.28904,44.744157
"2014","Pine Technical & Community College",-92.968456,45.808775
"2015","Rainy River Community College",-93.426666,48.594255
"2016","Rochester Community and Technical College",-92.423528,44.016177
"2017","College of Saint Benedict",-94.31902,45.558609
"2018","St Cloud Technical and Community College",-94.176938,45.580341
"2019","Regency Beauty Institute-St Cloud",-94.216276,45.548631
"2020","Saint Cloud State University",-94.153,45.552418
"2021","Saint Johns University",-94.39268,45.580538
"2022","Saint Mary's University of Minnesota",-91.696652,44.045322
"2023","St Olaf College",-93.183633,44.462884
"2024","Crown College",-93.743015,44.885372
"2025","The College of Saint Scholastica",-92.105738,46.81544
"2026","University of St Thomas",-93.189422,44.941662
"2027","Empire Beauty School-Bloomington",-93.287367,44.82746
"2028","St Catherine University",-93.181925,44.924542
"2029","Rasmussen College-Minnesota",-94.209068,45.556553
"2030","Saint Paul College",-93.109664,44.9492
"2031","Southwest Minnesota State University",-95.75983,44.455023
"2032","Summit Academy Opportunities Industrialization Center",-93.295151,44.983265
"2033","United Theological Seminary of the Twin Cities",-93.224977,45.057139
"2034","Vermilion Community College",-91.837938,47.905213
"2035","Dunwoody College of Technology",-93.290069,44.973081
"2036","Ridgewater College",-95.073054,45.13832
"2037","Minnesota State College-Southeast Technical",-91.618314,44.024554
"2038","Winona State University",-91.644007,44.045586
"2039","William Mitchell College of Law",-93.137709,44.942092
"2040","Century College",-92.982109,45.041816
"2041","Alcorn State University",-91.142854,31.877216
"2042","Belhaven University",-90.169228,32.318415
"2043","Blue Mountain College",-89.02924,34.67209
"2044","Chris Beauty College",-89.077063,30.383561
"2045","Coahoma Community College",-90.570304,34.255626
"2046","Antonelli College-Jackson",-90.12297,32.328918
"2047","Copiah-Lincoln Community College",-90.399133,31.69006
"2048","Creations College of Cosmetology",-88.742114,34.256135
"2049","Delta Beauty College",-91.04523,33.37377
"2050","Delta State University",-90.734378,33.743896
"2051","East Central Community College",-89.114069,32.462073
"2052","East Mississippi Community College",-88.483516,32.830246
"2053","Fosters Cosmetology College",-88.939805,34.759421
"2054","Academy of Hair Design-Grenada",-89.823186,33.774842
"2055","Hinds Community College",-90.416058,32.258131
"2056","Holmes Community College",-89.915803,32.969985
"2057","Itawamba Community College",-88.412927,34.276275
"2058","Jackson State University",-90.20663,32.296781
"2059","Jones County Junior College",-89.199694,31.597162
"2060","Meridian Community College",-88.733604,32.368097
"2061","Millsaps College",-90.178084,32.3231
"2062","Board of Trustees-Mississippi State Institutions of Higher Learning",-90.144689,32.338859
"2063","Mississippi Delta Community College",-90.502053,33.444906
"2064","University of Mississippi",-89.539377,34.362144
"2065","University of Mississippi Medical Center",-90.17167,32.332135
"2066","Mississippi University for Women",-88.418601,33.493305
"2067","Mississippi Valley State University",-90.341274,33.514142
"2068","Mississippi College",-90.330452,32.334565
"2069","Mississippi College of Beauty Culture",-89.134632,31.693843
"2070","Mississippi Gulf Coast Community College",-89.144339,30.779349
"2071","Mississippi State University",-88.78834,33.455241
"2072","Northeast Mississippi Community College",-88.562983,34.667833
"2073","Northwest Mississippi Community College",-89.971428,34.622721
"2074","Pearl River Community College",-89.546,30.846809
"2075","Rust College",-89.446999,34.776862
"2076","Southeastern Baptist College",-89.149373,31.748512
"2077","Southwest Mississippi Community College",-90.442844,31.29622
"2078","University of Southern Mississippi",-89.33791,31.327499
"2079","Magnolia College of Cosmetology",-90.151826,32.359614
"2080","Tougaloo College",-90.159405,32.402719
"2081","Wesley Biblical Seminary",-90.159447,32.355011
"2082","William Carey University",-89.291815,31.305264
"2083","Anthem College-Maryland Heights",-90.465195,38.755197
"2084","Aquinas Institute of Theology",-90.237365,38.635008
"2085","Assemblies of God Theological Seminary",-93.26151,37.224401
"2086","Avila University",-94.591387,38.912159
"2087","ITT Technical Institute-Earth City",-90.461159,38.757955
"2088","Baptist Bible College",-93.285385,37.239731
"2089","House of Heavilin Beauty College-Blue Springs",-94.273804,38.999893
"2090","Cox College",-93.290233,37.225116
"2091","Calvary Bible College and Theological Seminary",-94.546238,38.838169
"2092","Cape Girardeau Career and Technology Center",-89.56525,37.274138
"2093","Central Christian College of the Bible",-92.427259,39.395963
"2094","Central Methodist University-College of Liberal Arts and Sciences",-92.685276,39.150534
"2095","University of Central Missouri",-93.737445,38.755882
"2096","Grand River Technical School",-93.559669,39.798864
"2097","Chillicothe Beauty Academy Inc",-93.551131,39.792786
"2098","Cleveland University-Kansas City",-94.679076,38.932019
"2099","Columbia Area Career Center",-92.33669,38.903705
"2100","Columbia College",-92.326544,38.957899
"2101","Conception Seminary College",-94.682831,40.24044
"2102","Concordia Seminary",-90.312041,38.63816
"2103","Cottey College",-94.371311,37.836127
"2104","Covenant Theological Seminary",-90.451323,38.643066
"2105","Crowder College",-94.363218,36.811709
"2106","Culver-Stockton College",-91.526682,40.130064
"2107","Drury University",-93.285773,37.219757
"2108","East Central College",-90.975535,38.430296
"2109","Eden Theological Seminary",-90.345605,38.592307
"2110","Elaine Steven Beauty College",-90.278574,38.761399
"2111","Pinnacle Career Institute-South Kansas City",-94.579691,38.942064
"2112","Evangel University",-93.262614,37.220956
"2113","Fontbonne University",-90.315712,38.642697
"2114","Forest Institute of Professional Psychology",-93.2937,37.189914
"2115","Four Rivers Career Center",-91.020914,38.547707
"2116","Ozarks Technical Community College",-93.279985,37.216479
"2117","Hannibal-LaGrange University",-91.391423,39.730785
"2118","Harris-Stowe State University",-90.224288,38.631744
"2119","Hickey College",-90.447604,38.701303
"2120","House of Heavilin Beauty College-Kansas City",-94.574045,39.023092
"2121","Independence College of Cosmetology",-94.425816,39.079522
"2122","Jefferson College",-90.558954,38.259889
"2123","Paul Mitchell the School-Missouri Columbia",-92.310417,38.969222
"2124","Barnes-Jewish College Goldfarb School of Nursing",-90.260648,38.636881
"2125","Kansas City Art Institute",-94.583594,39.046353
"2126","Kenrick Glennon Seminary",-90.324024,38.584608
"2127","A T Still University of Health Sciences",-92.589183,40.193648
"2128","Lake Career and Technical Center",-92.734139,38.005772
"2129","Lex La-Ray Technical Center",-93.86742,39.174204
"2130","Lincoln University",-92.168509,38.564409
"2131","Lindenwood University",-90.502825,38.788203
"2132","State Technical College of Missouri",-91.811298,38.468301
"2133","Logan University",-90.542333,38.63133
"2134","Metropolitan Community College-Kansas City",-94.591181,39.06855
"2135","Lutheran School of Nursing",-90.226027,38.590633
"2136","Maryville University of Saint Louis",-90.505096,38.645474
"2137","Merrell University of Beauty Arts and Science",-92.20019,38.571066
"2138","Metro Business College-Cape Girardeau",-89.565222,37.327199
"2139","Metropolitan Community College-Kansas City",-94.591303,39.06855
"2140","Midwest Institute",-90.46483,38.543475
"2141","Midwestern Baptist Theological Seminary",-94.573185,39.185691
"2142","Mineral Area College",-90.482675,37.845614
"2143","Westwood College-O'Hare Airport",-87.83878,41.986072
"2144","Missouri Baptist University",-90.462606,38.642017
"2145","National Academy of Beauty Arts-Farmington",-90.434241,37.787881
"2146","Missouri College",-90.336949,38.626527
"2147","Missouri School of Barbering & Hairstyling-St. Louis",-90.324848,38.798638
"2148","Missouri Southern State University",-94.460893,37.095722
"2149","Missouri Tech",-90.522986,38.768141
"2150","Missouri Valley College",-93.190236,39.108655
"2151","Missouri Western State University",-94.785643,39.7575
"2152","University of Missouri-Columbia",-92.326429,38.941015
"2153","University of Missouri-Kansas City",-94.578039,39.035366
"2154","Missouri University of Science and Technology",-91.7759,37.955853
"2155","University of Missouri-St Louis",-90.308886,38.711297
"2156","University of Missouri-System Office",-92.340936,38.936366
"2157","Moberly Area Community College",-92.455064,39.418607
"2158","Hillyard Technical Center",-94.808721,39.768022
"2159","National Academy of Beauty Arts-St Louis",-90.362748,38.523473
"2160","Nazarene Theological Seminary",-94.566459,39.01078
"2161","Neosho Beauty College",-94.3682,36.869945
"2162","Northwest Technical School",-94.883411,40.329525
"2163","Truman State University",-92.580531,40.188238
"2164","Northwest Missouri State University",-94.884341,40.352706
"2165","Ozark Christian College",-94.510906,37.105242
"2166","College of the Ozarks",-93.238174,36.616019
"2167","Park University",-94.677086,39.189477
"2168","Stevens-The Institute of Business & Arts",-90.201051,38.633
"2169","Poplar Bluff Technical Career Center",-90.3945,36.7555
"2170","Ranken Technical College",-90.249045,38.652886
"2171","Research College of Nursing",-94.558087,39.008747
"2172","Rockhurst University",-94.571249,39.030843
"2173","Rolla Technical Institute/Center",-91.751149,37.947688
"2174","Everest College-Springfield",-93.304743,37.18165
"2175","Saint Louis University",-90.23381,38.634548
"2176","Salem College of Hairstyling",-91.78492,37.94439
"2177","Sanford-Brown College-Fenton",-90.476278,38.524676
"2178","American College of Hair Design Inc",-93.253073,38.699237
"2179","Sikeston Career and Technology Center",-89.569276,36.875089
"2180","Saint Louis Christian College",-90.294569,38.775771
"2181","St Louis College of Pharmacy",-90.260357,38.637165
"2182","Saint Louis Community College",-90.190701,38.62273
"2183","Saint Paul School of Theology",-94.641861,38.87979
"2184","Southwest Baptist University",-93.410451,37.601603
"2185","Missouri State University-West Plains",-91.857838,36.729574
"2186","Mercy Hospital Springfield-School of Radiologic Technology",-93.275151,37.179296
"2187","Saint Luke's College of Health Sciences",-94.594501,39.05216
"2188","St Louis College of Health Careers-St Louis",-90.260564,38.631599
"2189","State Fair Community College",-93.269608,38.699145
"2190","Stephens College",-92.322997,38.950631
"2191","Southeast Missouri State University",-89.529119,37.31575
"2192","Missouri State University-Springfield",-93.276821,37.197983
"2193","Three Rivers Community College",-90.430212,36.775114
"2194","North Central Missouri College",-93.618207,40.077753
"2195","Truman Medical Center School of Nurse Anesthesia",-94.575771,39.085029
"2196","Kansas City University of Medicine and Biosciences",-94.561374,39.107553
"2197","Washington University in St Louis",-90.311639,38.648125
"2198","Webster University",-90.345654,38.589269
"2199","Wentworth Military Academy and College",-93.872974,39.187108
"2200","Westminster College",-91.954345,38.847764
"2201","William Jewell College",-94.41207,39.247848
"2202","William Woods University",-91.949273,38.857864
"2203","Academy of Cosmetology",-111.039768,45.680504
"2204","Blackfeet Community College",-113.009373,48.551632
"2205","Butte Academy of Beauty Culture",-112.540163,46.0121
"2206","Highlands College of Montana Tech",-112.509233,45.937702
"2207","Crevier's Academy of Cosmetology Arts",-114.318976,48.201453
"2208","Carroll College",-112.04053,46.602202
"2209","Dawson Community College",-104.725241,47.085225
"2210","Chief Dull Knife College",-106.66459,45.625559
"2211","Montana State University-Billings",-108.523009,45.796896
"2212","Flathead Valley Community College",-114.327258,48.227389
"2213","Aaniiih Nakoda College",-108.78364,48.53309
"2214","Fort Peck Community College",-105.193021,48.113569
"2215","Great Falls College Montana State University",-111.269558,47.485581
"2216","University of Great Falls",-111.270167,47.490279
"2217","Helena College University of Montana",-112.016035,46.595384
"2218","Little Big Horn College",-107.455418,45.603777
"2219","Miles Community College",-105.826609,46.404636
"2220","Modern Beauty School Inc",-114.024303,46.880826
"2221","Montana Tech of the University of Montana",-112.557,46.012164
"2222","Montana State University",-111.049918,45.666829
"2223","The University of Montana",-113.98294,46.861074
"2224","Montana State University-Northern",-109.686457,48.541054
"2225","Rocky Mountain College",-108.553899,45.796765
"2226","Salish Kootenai College",-114.107191,47.596864
"2227","The University of Montana-Western",-112.639264,45.208306
"2228","La'James International College",-96.482042,41.44576
"2229","Bellevue University",-95.91764,41.150225
"2230","Clarkson College",-95.977188,41.259201
"2231","Bryan College of Health Sciences",-96.651532,40.796768
"2232","Central Community College",-98.372549,40.889582
"2233","Chadron State College",-103.002793,42.820672
"2234","College of Hair Design-Downtown",-96.705118,40.811227
"2235","Concordia University-Nebraska",-97.089054,40.914853
"2236","Creighton University",-95.947029,41.265325
"2237","Doane College-Crete",-96.949656,40.623107
"2238","Grace University",-95.92789,41.244723
"2239","Hastings College",-98.373641,40.590448
"2240","Fullen School of Hair Design",-103.662386,41.865713
"2241","Alegent Creighton Health School of Radiologic Technology",-96.019738,41.321951
"2242","Joseph's College Cosmetology",-96.688545,40.813464
"2243","University of Nebraska at Kearney",-99.098237,40.700787
"2244","Kaplan University-Lincoln Campus",-96.694181,40.808915
"2245","Nebraska Methodist College of Nursing & Allied Health",-96.048511,41.265973
"2246","Metropolitan Community College Area",-95.958658,41.305504
"2247","Mid-Plains Community College",-100.748417,41.110429
"2248","Midland University",-96.488354,41.43675
"2249","Nebraska Christian College",-96.09437,41.12314
"2250","University of Nebraska at Omaha",-96.010797,41.257746
"2251","Kaplan University-Omaha Campus",-96.072772,41.309515
"2252","Nebraska Indian Community College",-96.317727,42.074812
"2253","University of Nebraska Medical Center",-95.930822,41.249121
"2254","Nebraska Wesleyan University",-96.648414,40.838789
"2255","University of Nebraska-Lincoln",-96.702177,40.822272
"2256","Northeast Community College",-97.397591,42.049301
"2257","Peru State College",-95.732731,40.474689
"2258","Summit Christian College",-103.675715,41.829274
"2259","College of Saint Mary",-96.020209,41.240879
"2260","Southeast Community College Area",-96.62818,40.81079
"2261","Union College",-96.651095,40.774778
"2262","University of Nebraska-Central Administration System Office",-96.665203,40.827494
"2263","Vatterott College-Spring Valley",-96.097884,41.217235
"2264","Nebraska College of Technical Agriculture",-100.510189,40.635528
"2265","Wayne State College",-97.014241,42.241612
"2266","Regional West Medical Center School of Radiologic Technology",-103.668774,41.883319
"2267","Western Nebraska Community College",-103.64249,41.875705
"2268","York College",-97.579285,40.867453
"2269","Academy of Hair Design-Las Vegas",-115.191801,36.160105
"2270","Career College of Northern Nevada",-119.750697,39.510978
"2271","College of Southern Nevada",-115.233784,36.158443
"2272","The Art Institute of Las Vegas",-115.088269,36.025768
"2273","Everest College-Henderson",-115.04609,36.03777
"2274","Marinello Schools of Beauty-Las Vegas",-115.064455,36.173949
"2275","University of Nevada-Las Vegas",-115.141153,36.106994
"2276","University of Nevada-Reno",-119.821651,39.549352
"2277","Great Basin College",-115.76733,40.84242
"2278","Marinello Schools of Beauty-Reno",-119.785251,39.47845
"2279","Morrison University",-119.821985,39.524823
"2280","Sierra Nevada College",-119.939523,39.24586
"2281","Truckee Meadows Community College",-119.795319,39.572159
"2282","Nevada System of Higher Education-System Office",-119.812259,39.551191
"2283","Western Nevada College",-119.79036,39.186158
"2284","Colby-Sawyer College",-71.975805,43.411663
"2285","Continental Academie of Hair Design-Hudson",-71.444744,42.776588
"2286","Daniel Webster College",-71.514293,42.776362
"2287","Dartmouth College",-72.289951,43.70408
"2288","Empire Beauty School-Laconia",-71.468942,43.526083
"2289","Empire Beauty School-Somersworth",-70.904579,43.260875
"2290","Franklin Pierce University",-72.057875,42.782305
"2291","University of New Hampshire-School of Law",-71.545152,43.207371
"2292","Mount Washington College",-71.470688,42.971648
"2293","Keene Beauty Academy",-72.320267,42.94865
"2294","Lebanon College",-72.252839,43.642638
"2295","College of Saint Mary Magdalen",-71.838691,43.325164
"2296","Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School",-71.462238,42.985355
"2297","New England College",-71.822928,43.177005
"2298","New England School of Hair Design",-72.305714,43.644134
"2299","Southern New Hampshire University",-71.453938,43.039892
"2300","New Hampshire Institute for Therapeutic Arts",-71.426739,42.745607
"2301","University of New Hampshire-Main Campus",-70.934512,43.134235
"2302","Keene State College",-72.281433,42.925999
"2303","University of New Hampshire at Manchester",-71.468764,42.990331
"2304","Plymouth State University",-71.691164,43.757386
"2305","NHTI-Concord's Community College",-71.531979,43.223621
"2306","White Mountains Community College",-71.158535,44.503494
"2307","River Valley Community College",-72.333274,43.399375
"2308","Lakes Region Community College",-71.463857,43.518256
"2309","Manchester Community College",-71.483534,43.019823
"2310","Nashua Community College",-71.523462,42.794576
"2311","Great Bay Community College",-70.890254,43.044728
"2312","Paul Mitchell the School-Portsmouth",-70.759945,43.075818
"2313","Rivier University",-71.455466,42.738343
"2314","Saint Anselm College",-71.508177,42.985066
"2315","St Joseph School of Nursing",-71.478977,42.74999
"2316","Granite State College",-71.527241,43.1929
"2317","Thomas More College of Liberal Arts",-71.48364,42.807701
"2318","University System of New Hampshire System Office",-71.495697,43.21301
"2319","Eastwick College-Hackensack",-74.040491,40.885847
"2320","Assumption College for Sisters",-74.602407,40.757477
"2321","Atlantic Cape Community College",-74.682286,39.461387
"2322","Fortis Institute-Wayne",-74.21225,40.881969
"2323","Bergen Community College",-74.094086,40.953733
"2324","Berkeley College-Woodland Park",-74.188765,40.90208
"2325","Beth Medrash Govoha",-74.220777,40.095461
"2326","Bloomfield College",-74.19593,40.794218
"2327","Brookdale Community College",-74.132746,40.324906
"2328","Burlington County College",-74.645467,39.964352
"2329","Caldwell University",-74.273697,40.834285
"2330","Camden County College",-75.040471,39.785083
"2331","Centenary College",-74.832775,40.848693
"2332","Adult and Continuing Education-BCTS",-74.033997,40.901784
"2333","Branford Hall Career Institute-Parsippany",-74.381367,40.861433
"2334","Lincoln Technical Institute-Edison",-74.345121,40.572262
"2335","Fox Institute of Business-Clifton",-74.130171,40.873434
"2336","Empire Beauty School-Ocean",-74.03848,40.247026
"2337","Cooper Health System Center for Allied Health Education",-75.116469,39.941522
"2338","County College of Morris",-74.577509,40.853428
"2339","Cumberland County College",-75.054685,39.438417
"2340","Divers Academy International",-74.998547,39.747821
"2341","Drake College of Business-Elizabeth",-74.215173,40.665559
"2342","Drew University",-74.425825,40.757026
"2343","duCret School of Arts",-74.417412,40.604953
"2344","Lincoln Technical Institute-South Plainfield",-74.419926,40.552068
"2345","Essex County College",-74.178234,40.738444
"2346","Empire Beauty School-Union",-74.239193,40.684842
"2347","Fairleigh Dickinson University-Metropolitan Campus",-74.030023,40.896162
"2348","Felician College",-74.096452,40.867272
"2349","Fairleigh Dickinson University-College at Florham",-74.435359,40.777364
"2350","Hohokus School of Trade and Technical Sciences",-74.152581,40.909377
"2351","Georgian Court University",-74.22622,40.098706
"2352","Rowan University",-75.117974,39.709768
"2353","Rowan College at Gloucester County",-75.12173,39.782484
"2354","Empire Beauty School-Cherry Hill",-75.020767,39.941907
"2355","Harris School of Business-Cherry Hill Campus",-75.025191,39.942536
"2356","Eastwick College-Ramsey",-74.131486,41.057866
"2357","Holy Name Medical Center School of Nursing",-74.011166,40.882403
"2358","Hudson County Community College",-74.062861,40.730559
"2359","New Jersey City University",-74.08727,40.709937
"2360","Joe Kubert School of Cartoon and Graphic Art",-74.552551,40.887386
"2361","Kean University",-74.234668,40.679429
"2362","Harris School of Business-Voorhees Campus",-74.990331,39.84345
"2363","Lincoln Technical Institute-Union",-74.274929,40.706359
"2364","Rizzieri Aveda School for Beauty and Wellness",-75.002279,39.849316
"2365","Mercer County Community College",-74.650719,40.254398
"2366","Middlesex County College",-74.365723,40.506117
"2367","Monmouth University",-74.006447,40.280066
"2368","Montclair State University",-74.199455,40.859233
"2369","HackensackUMC Mountainside School of Nursing",-74.208665,40.809355
"2370","JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Imaging",-74.40474,40.60714
"2371","JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing",-74.404881,40.60712
"2372","Eastwick College-Nutley",-74.144192,40.810742
"2373","Empire Beauty School-Jersey City",-74.067359,40.731475
"2374","New Brunswick Theological Seminary",-74.44733,40.501816
"2375","Robert Fiance Beauty Schools-West New York",-74.018022,40.7859
"2376","New Jersey Institute of Technology",-74.177113,40.741997
"2377","Ocean County College",-74.166842,40.007809
"2378","Omega Institute",-75.069933,39.933955
"2379","P B Cosmetology Education Center",-75.126308,39.898805
"2380","Parisian Beauty School",-74.041359,40.889489
"2381","Passaic County Community College",-74.168778,40.918449
"2382","Pennco Tech-Blackwood",-75.061659,39.807941
"2383","Princeton Theological Seminary",-74.665321,40.3457
"2384","Princeton University",-74.663708,40.348496
"2385","Rabbinical College of America",-74.502182,40.811385
"2386","Ramapo College of New Jersey",-74.116384,41.007523
"2387","Robert Fiance Beauty Schools-Perth Amboy",-74.267346,40.508929
"2388","Rider University",-74.742822,40.283122
"2389","Roman Academy of Beauty Culture",-74.155017,40.952834
"2390","Rutgers University-Camden",-75.125303,39.948628
"2391","Rutgers University-New Brunswick",-74.45051,40.503796
"2392","Rutgers University-Newark",-74.175294,40.741303
"2393","St Francis Medical Center-School of Radiologic Technology",-74.741869,40.216592
"2394","Saint Francis Medical Center School of Nursing",-74.74186,40.216523
"2395","Saint Peter's University",-74.071541,40.727105
"2396","Salem Community College",-75.448633,39.753519
"2397","Seton Hall University",-74.248753,40.742859
"2398","Atlantic Beauty & Spa Academy LLC",-74.613311,39.43335
"2399","College of Saint Elizabeth",-74.436039,40.781061
"2400","Raritan Valley Community College",-74.6955,40.61769
"2401","Stevens Institute of Technology",-74.025334,40.744776
"2402","Stockton University",-74.531087,39.492036
"2403","Talmudical Academy-New Jersey",-74.250332,40.217171
"2404","Teterboro School of Aeronautics",-74.071874,40.841265
"2405","Thomas Edison State College",-74.769652,40.22011
"2406","The College of New Jersey",-74.777412,40.268742
"2407","Sanford-Brown Institute-Iselin",-74.30514,40.559174
"2408","Union County College",-74.319784,40.667835
"2409","William Paterson University of New Jersey",-74.199465,40.946256
"2410","Olympian University of Cosmetology",-105.938831,32.899583
"2411","Central New Mexico Community College",-106.624957,35.07599
"2412","Navajo Technical University",-108.148058,35.687412
"2413","De Wolff College Hair Styling and Cosmetology",-106.532675,35.09625
"2414","New Mexico State University-Dona Ana",-106.740529,32.355021
"2415","Clovis Community College",-103.165886,34.402483
"2416","Eastern New Mexico University-Main Campus",-103.347294,34.17826
"2417","Eastern New Mexico University-Roswell Campus",-104.524336,33.3139
"2418","Institute of American Indian and Alaska Native Culture",-106.010015,35.586563
"2419","New Mexico Highlands University",-105.222824,35.598982
"2420","New Mexico Junior College",-103.182466,32.757596
"2421","New Mexico Military Institute",-104.524876,33.409522
"2422","University of New Mexico-Gallup Campus",-108.727016,35.50147
"2423","New Mexico Institute of Mining and Technology",-106.907491,34.066035
"2424","University of New Mexico-Los Alamos Campus",-106.316369,35.886391
"2425","University of New Mexico-Main Campus",-106.620155,35.083868
"2426","New Mexico State University-Alamogordo",-105.927508,32.921532
"2427","New Mexico State University-Carlsbad",-104.265536,32.442028
"2428","New Mexico State University-Grants",-107.843417,35.164437
"2429","New Mexico State University-Main Campus",-106.747841,32.282875
"2430","University of New Mexico-Valencia County Campus",-106.707364,34.729284
"2431","Northern New Mexico College",-106.084395,36.004073
"2432","San Juan College",-108.166307,36.771785
"2433","Santa Fe Community College",-106.003803,35.586337
"2434","Santa Fe University of Art and Design",-105.976796,35.658664
"2435","University of the Southwest",-103.186948,32.775496
"2436","Southwestern College",-105.973055,35.821845
"2437","Southwestern Indian Polytechnic Institute",-106.663062,35.176075
"2438","University of New Mexico-Taos Campus",-105.6726,36.35086
"2439","Mesalands Community College",-103.736303,35.170332
"2440","Vogue College of Cosmetology-Santa Fe",-105.975091,35.66076
"2441","Western New Mexico University",-108.284768,32.776962
"2442","Vaughn College of Aeronautics and Technology",-73.881721,40.768348
"2443","Adelphi University",-73.653321,40.721439
"2444","Adirondack Community College",-73.655014,43.353441
"2445","Globe Institute of Technology",-74.006011,40.714909
"2446","Bryant & Stratton College-Albany",-73.810438,42.697996
"2447","Albany College of Pharmacy and Health Sciences",-73.778132,42.652559
"2448","Albany Law School",-73.777692,42.651264
"2449","Albany Medical College",-73.773975,42.653178
"2450","Alfred University",-77.788625,42.255866
"2451","Allen School-Brooklyn",-73.991546,40.693797
"2452","The Ailey School",-73.986891,40.766921
"2453","American Academy of Dramatic Arts-New York",-73.984843,40.745545
"2454","American Academy McAllister Institute of Funeral Service",-73.993782,40.769031
"2455","Joffrey Ballet School",-73.998566,40.734545
"2456","American Musical and Dramatic Academy",-73.982249,40.780142
"2457","Apex Technical School",-73.941511,40.75042
"2458","Arnot Ogden Medical Center",-76.828353,42.10099
"2459","Associated Beth Rivkah Schools",-73.950087,40.666388
"2460","Austin's School of Spa Technology",-73.788706,42.680756
"2461","Bank Street College of Education",-73.966643,40.805604
"2462","Bard College",-73.906243,42.021803
"2463","Barnard College",-73.964027,40.809137
"2464","Berk Trade and Business School",-73.931301,40.745064
"2465","Berkeley College-New York",-73.979577,40.754043
"2466","Beth Hatalmud Rabbinical College",-73.993039,40.605394
"2467","Beth Hamedrash Shaarei Yosher Institute",-73.981088,40.635503
"2468","Phillips Beth Israel School of Nursing",-73.991085,40.744884
"2469","Hair Design Institute at Fifth Avenue-Brooklyn",-74.028551,40.62313
"2470","Boricua College",-73.9458,40.833434
"2471","Bramson ORT College",-73.847799,40.721403
"2472","Briarcliffe College",-73.495305,40.758196
"2473","Brittany Beauty School",-73.515715,40.724766
"2474","American Beauty School",-73.86071,40.835231
"2475","Brooklyn Law School",-73.990535,40.692662
"2476","SUNY Broome Community College",-75.909212,42.13532
"2477","Bryant & Stratton College-Amherst",-78.743201,43.04051
"2478","Bryant & Stratton College-Syracuse North",-76.240182,43.189609
"2479","Bryant & Stratton College-Syracuse",-76.136679,43.058795
"2480","Bryant & Stratton College-Buffalo",-78.874095,42.886474
"2481","Bryant & Stratton College-Greece",-77.696543,43.240725
"2482","Business Informatics Center Inc",-73.707437,40.663414
"2483","Canisius College",-78.851794,42.925319
"2484","Capri School of Hair Design",-74.021088,41.099737
"2485","St Paul's School of Nursing-Queens",-73.858441,40.72918
"2486","Cayuga County Community College",-76.543191,42.943802
"2487","Cazenovia College",-75.854054,42.931946
"2488","Central Yeshiva Tomchei Tmimim Lubavitz",-73.970807,40.627852
"2489","Cheryl Fells School of Business",-78.983878,43.106386
"2490","Christ the King Seminary",-78.656594,42.772212
"2491","Christine Valmy International School for Esthetics, Skin Care & Makeup",-73.98697,40.74508
"2492","Circle in the Square Theater School",-73.984607,40.762059
"2493","CUNY System Office",-73.947836,40.77137
"2494","Clarkson University",-74.999947,44.663761
"2495","Clinton Community College",-73.442061,44.648105
"2496","Cochran School of Nursing",-73.88629,40.968797
"2497","Colgate Rochester Crozer Divinity School",-77.598551,43.131789
"2498","Colgate University",-75.535,42.8188
"2499","Metropolitan College of New York",-74.007056,40.723516
"2500","Columbia University in the City of New York",-73.961885,40.808286
"2501","Columbia-Greene Community College",-73.787809,42.23018
