"","College","Longitude","Latitude"
"6324","The Salon Spa Academy",-85.223756,42.297457
"6325","Trend Setters School of Cosmetology",-89.556509,37.284689
"6326","Academy of Hair Design-Springfield",-93.263613,37.179756
"6327","Corinth Academy of Cosmetology",-88.520546,34.934036
"6328","Southeastern Institute-Charlotte",-80.887311,35.16764
"6329","Gentle Healing School of Massage",-74.507261,40.319144
"6330","Yeshivas Be'er Yitzchok",-74.213255,40.682465
"6331","Yeshiva Toras Chaim",-74.182143,40.098692
"6332","Talmudical Seminary of Bobov",-73.995267,40.634729
"6333","New York Methodist Hospital Center for Allied Health Education",-73.959024,40.608669
"6334","Micropower Career Institute",-73.99292,40.744688
"6335","Monroe 2 Orleans BOCES-Center for Workforce Development",-77.743851,43.152828
"6336","Aveda Fredric's Institute-Cincinnati",-84.361511,39.35482
"6337","MyComputerCareer.com-Columbus",-82.947121,40.101326
"6338","CDE Career Institute",-75.310657,41.047703
"6339","Instituto Educativo Premier",-66.611494,18.01291
"6340","Charleston School of Law",-79.938087,32.790803
"6341","Elite College of Cosmetology",-88.409239,35.657847
"6342","Memphis Institute of Barbering",-90.014448,35.158149
"6343","Manuel and Theresa's School of Hair Design-Bryan",-96.373463,30.675408
"6344","Southwest University at El Paso",-106.413168,31.788352
"6345","Paul Mitchell the School-Austin",-97.742121,30.38631
"6346","Aveda Institute-Provo",-111.658653,40.236672
"6347","Dixie Applied Technology College",-113.607404,37.083297
"6348","Centura College-Alexandria",-77.142663,38.802684
"6349","Dominion School of Hair Design",-76.493641,37.259953
"6350","Victoria's Academy of Cosmetology",-119.122296,46.208886
"6351","Inland Massage Institute",-117.397291,47.7442
"6352","Sunnyside Beauty Academy",-119.986499,46.324684
"6353","Wisconsin Academy",-87.727785,45.054091
"6354","The Art Institute of Pittsburgh-Online Division",-79.988202,40.447939
"6355","University of South Florida-Sarasota-Manatee",-82.562951,27.391766
"6356","Brown Mackie College-Indianapolis",-86.157795,39.783638
"6357","CollegeAmerica-Cheyenne",-104.827868,41.175818
"6358","Paul Mitchell the School-San Antonio",-98.584831,29.49089
"6359","Centro de Estudios Multidisciplinarios-Bayamon",-66.155641,18.398812
"6360","Bryant & Stratton College-Wauwatosa",-88.050983,43.043215
"6361","Minnesota School of Business-Blaine",-93.168177,45.160645
"6362","The Art Institute of Michigan",-83.442576,42.498643
"6363","The Art Institute of Austin",-97.676358,30.479556
"6364","The Art Institute of California-Argosy University-Silicon Valley",-121.99938,37.37317
"6365","Remington College-Houston Southeast Campus",-95.12426,29.52314
"6366","Remington College-Shreveport Campus",-93.793578,32.403166
"6367","National American University-Austin",-97.697651,30.43869
"6368","National American University-Wichita",-97.251731,37.722498
"6369","Fortis College-Landover",-76.866393,38.949933
"6370","Jenny Lea Academy of Cosmetology",-82.354566,36.32439
"6371","ITT Technical Institute-Cary",-78.734481,35.75527
"6372","ITT Technical Institute-Madison",-86.761493,34.673838
"6373","ITT Technical Institute-Clive",-93.77785,41.609177
"6374","ITT Technical Institute-Columbus",-82.869711,39.934326
"6375","ITT Technical Institute-Phoenix",-112.114931,33.578675
"6376","ITT Technical Institute-Madison",-89.380335,43.036277
"6377","ITT Technical Institute-High Point",-79.95817,36.051087
"6378","The Hair Academy",-100.760039,46.805954
"6379","The Art Institutes International–Kansas City",-94.709655,38.979003
"6380","The Art Institute of Raleigh-Durham",-78.904709,35.992754
"6381","Le Cordon Bleu College of Culinary Arts-Sacramento",-121.521168,38.655362
"6382","Le Cordon Bleu College of Culinary Arts-Seattle",-122.25504,47.45122
"6383","Le Cordon Bleu College of Culinary Arts-Cambridge",-71.078675,42.364249
"6384","Le Cordon Bleu College of Culinary Arts-Dallas",-96.87129,32.91172
"6385","Ross Medical Education Center-New Baltimore",-82.751187,42.676866
"6386","Ross College-Sylvania",-83.680875,41.710885
"6387","Argosy University-Salt Lake City",-111.895536,40.534344
"6388","Escuela De Troqueleria Y Herramentaje",-66.14229,18.372112
"6389","Virginia College-Montgomery",-86.193497,32.382138
"6390","Fortis Institute-Nashville",-86.810737,36.153255
"6391","Beckfield College-Tri-County",-84.481426,39.296683
"6392","Community Technology Learning Center of Portage",-81.241106,41.156063
"6393","David-Curtis School of Floral Design",-84.159121,39.630542
"6394","Dental Assistant Pro LLC-Columbus",-82.942005,40.100171
"6395","Dental Assistant Pro-Lebanon",-84.190385,39.445803
"6396","American Natioanl College",-84.296001,33.89385
"6397","Elite Welding Academy LLC",-84.469006,39.314511
"6398","Galen College of Nursing-Cincinnati",-84.365946,39.283693
"6399","Harmony Path School of Massage Therapy",-81.851916,41.462298
"6400","Institute of Therapeutic Massage",-84.101721,40.74069
"6401","Pinnacle Career Institute-North Kansas City",-94.684474,39.301199
"6402","Strayer University-North Carolina",-78.822371,35.86518
"6403","Strayer University-New Jersey",-75.016011,39.93908
"6404","International Culinary Arts and Sciences Institute",-81.331556,41.52444
"6405","National College-Dayton",-84.126973,39.700131
"6406","National College-Youngstown",-80.663894,41.144911
"6407","National College-Cincinnati",-84.473719,39.190562
"6408","National College-Stow",-81.400189,41.160865
"6409","Harris School of Business-Hamilton Campus",-74.676809,40.259627
"6410","Empire Beauty School-Eden Prairie",-93.441627,44.865037
"6411","Ohio Business College-Hilliard",-83.12435,40.04825
"6412","Ohio Center for Broadcasting-Columbus",-82.8554,39.955294
"6413","Ohio Medical Career Center",-84.195816,39.742339
"6414","Ohio Technical College-PowerSport Institute",-81.532953,41.433065
"6415","Toledo Restaurant Training Center",-83.627071,41.67803
"6416","Dade Medical College-Miami Lakes",-80.296141,25.92219
"6417","The King’s College",-74.012348,40.706861
"6418","Chamberlain College of Nursing-Administrative Office",-88.038558,41.949745
"6419","Chamberlain College of Nursing-Illinois",-88.038558,41.949727
"6420","Chamberlain College of Nursing-Ohio",-82.940493,39.940449
"6421","Chamberlain College of Nursing-Arizona",-112.104421,33.56573
"6422","Career Quest Learning Centers-Jackson",-84.402591,42.246771
"6423","Regency Beauty Institute-Fort Collins",-105.03705,40.523747
"6424","Regency Beauty Institute-Tolleson",-112.227693,33.480055
"6425","Regency Beauty Institute-Pasadena",-95.149433,29.649621
"6426","Regency Beauty Institute-Dayton",-84.207961,39.632758
"6427","Regency Beauty Institute-Akron",-81.606582,41.127355
"6428","Regency Beauty Institute-Detroit Southgate",-83.214491,42.197891
"6429","Regency Beauty Institute-Flint",-83.759526,42.979981
"6430","Regency Beauty Institute-Grand Rapids",-85.690859,43.027986
"6431","Regency Beauty Institute-Cypresswood",-95.43141,30.053717
"6432","Bryan University",-94.17008,36.334163
"6433","Regency Beauty Institute-Austin",-97.758132,30.220405
"6434","Regency Beauty Institute-Mesa",-111.862496,33.392554
"6435","Regency Beauty Institute-Nashville",-86.647343,36.047756
"6436","Regency Beauty Institute-Charlotte",-80.931732,35.138328
"6437","Regency Beauty Institute-North Olmsted",-81.916497,41.420297
"6438","Regency Beauty Institute-Columbus",-83.023971,40.064993
"6439","Regency Beauty Institute-Elgin",-88.340147,42.02359
"6440","The Salon Professional Academy-Appleton",-88.455943,44.261768
"6441","Milan Institute of Cosmetology-Fairfield",-122.0455,38.248448
"6442","Milan Institute of Cosmetology-Reno",-119.781331,39.516005
"6443","Milan Institute of Cosmetology-Visalia",-119.309922,36.301861
"6444","Ottawa University-Online",-95.263775,38.602692
"6445","Broadview University-Orem",-111.72321,40.314203
"6446","Paul Mitchell the School-Esani",-84.333508,34.045128
"6447","Institute of Production and Recording",-93.272141,44.98218
"6448","Virginia College-Greenville",-82.343355,34.807545
"6449","Paul Mitchell the School-Birmingham",-86.808183,33.388825
"6450","Taft University System",-104.933442,39.705333
"6451","Mayfield College",-116.464237,33.782575
"6452","International Polytechnic Institute",-115.492738,32.690794
"6453","Academy of Esthetics and Cosmetology",-118.444038,34.284868
"6454","BioHealth College",-121.93022,37.38751
"6455","International Professional School of Bodywork",-117.13408,32.821309
"6456","Borner's Barber College",-118.309351,33.95587
"6457","Paul Mitchell the School-Pasadena",-118.123265,34.094558
"6458","San Francisco Institute of Esthetics and Cosmetology",-122.407083,37.777043
"6459","Laurus College",-120.669519,35.2682
"6460","Healing Hands School of Holistic Health",-117.086556,33.129626
"6461","Career Development Institute Inc",-118.386143,34.045703
"6462","Auguste Escoffier School of Culinary Arts-Boulder",-105.250075,39.983475
"6463","Aspen University",-104.939873,39.703696
"6464","Institute of Taoist Education and Acupuncture",-105.138528,39.987278
"6465","National Beauty College",-105.007602,39.825829
"6466","Denver School of Nursing",-104.994627,39.753041
"6467","Cambridge Institute of Health & Technology",-80.1257,26.438131
"6468","Cozmo Beauty School",-81.780807,26.330426
"6469","Allied Health Institute",-80.202291,26.11946
"6470","North Florida Academy",-81.78473,30.131103
"6471","Professional Hands Institute",-80.250722,25.779158
"6472","Celebrity School of Beauty",-80.333201,25.761451
"6473","Paul Mitchell the School-Atlanta",-84.416273,33.782528
"6474","Evans Hairstyling College-Rexburg",-111.812372,43.824716
"6475","Paul Mitchell the School-Rexburg",-111.80516,43.814418
"6476","University of Aesthetics-Chicago",-87.671259,41.906708
"6477","The University of Aesthetics & Cosmetology",-88.011033,41.793679
"6478","Tricoci University of Beauty Culture-Chicago NW",-87.806767,41.97766
"6479","Tricoci University of Beauty Culture-Glendale Heights",-88.06568,41.904545
"6480","Tricoci University of Beauty Culture-Peoria",-89.60137,40.745986
"6481","Tricoci University of Beauty Culture-Rockford",-89.009435,42.263898
"6482","Frederick School of Cosmetology",-77.43111,39.408237
"6483","Omega Studios' School of Applied Recording Arts & Sciences",-77.113381,39.064397
"6484","Focus-Hope Information Technologies Center",-83.123793,42.399727
"6485","International Cosmetology Academy",-85.643208,42.912191
"6486","French Academy of Cosmetology",-86.198004,43.075898
"6487","Healing Arts Center",-90.388256,38.602598
"6488","Paul Mitchell the School-Springfield",-93.31815,37.159135
"6489","Urshan Graduate School of Theology",-90.364462,38.801695
"6490","Mississippi Institute of Aesthetics Nails & Cosmetology",-90.325011,32.32091
"6491","College of Western Idaho",-116.507314,43.614106
"6492","Aveda Institute-Chapel Hill",-79.058561,35.91245
"6493","Charlotte School of Law",-80.843091,35.22477
"6494","Daoist Traditions College of Chinese Medical Arts",-82.568537,35.606831
"6495","Total Image Beauty Academy",-74.026101,40.77577
"6496","Jersey College",-74.057936,40.862137
"6497","American Institute of Medical Sciences & Education",-74.437321,40.56122
"6498","Casal Institute of Nevada",-115.117263,36.101554
"6499","Career School of NY",-74.078168,40.641352
"6500","John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry",-73.840692,43.02103
"6501","Ann Marie's World of Beauty School",-75.908079,42.107798
"6502","Yeshiva of Machzikai Hadas",-73.987833,40.638341
"6503","Aveda Institute-Columbus",-83.014111,39.994537
"6504","Paul Mitchell the School-Cincinnati",-84.39234,39.291559
"6505","Cutter's Edge School of Cosmetology",-96.734872,35.986857
"6506","Hands on Therapy",-96.606185,32.78877
"6507","MediaTech Institute-Dallas",-96.903165,32.924237
"6508","PCCenter",-96.827185,32.605705
"6509","Aveda Institute-San Antonio",-98.452411,29.63745
"6510","Skin Institute",-113.623622,37.117682
"6511","Skin Science Institute",-111.879121,40.76002
"6512","Global Health College",-77.13856,38.813018
"6513","Pacific Northwest University of Health Sciences",-120.45598,46.602872
"6514","Visions in Hair Design Institute of Cosmetology",-88.002525,43.075275
"6515","Brensten Education",-88.170301,43.03692
"6516","The Chicago School of Professional Psychology at Irvine",-117.838396,33.650533
"6517","Fortis College-Dothan",-85.374424,31.242886
"6518","Fortis Institute-Pensacola",-87.183112,30.510415
"6519","Fortis College-Montgomery",-86.251882,32.383686
"6520","Fortis College School of Cosmetology",-88.149861,30.673855
"6521","Woodland Community College",-121.734242,38.660562
"6522","Dorsey Business Schools-Farmington Hills",-83.380041,42.49773
"6523","Dorsey Business Schools-Roseville Culinary Academy",-82.91033,42.536298
"6524","Vatterott College-Appling Farms",-89.82991,35.179508
"6525","Minnesota School of Business-Moorhead",-96.72303,46.848594
"6526","Brown Mackie College-Boise",-116.295147,43.590789
"6527","Brown Mackie College-Tulsa",-95.853318,36.09694
"6528","Fortis Institute-Birmingham",-86.862473,33.442835
"6529","Daymar College-Scottsville",-86.203714,36.744106
"6530","Miller-Motte College-Greenville",-77.406368,35.604669
"6531","The Chicago School of Professional Psychology at Los Angeles",-118.257204,34.047983
"6532","Metro Business College-Arnold",-90.366801,38.44773
"6533","The Chicago School of Professional Psychology at Westwood",-118.446059,34.059306
"6534","Cardiac and Vascular Institute of Ultrasound",-88.112221,30.65016
"6535","Virginia College-Jacksonville",-81.603291,30.29163
"6536","Studio Academy of Beauty",-111.84318,33.31467
"6537","California Nurses Educational Institute",-116.489431,33.81682
"6538","Central Nursing College",-118.302492,34.061224
"6539","RWM Fiber Optics",-118.265515,33.881313
"6540","Paul Mitchell the School-Sacramento",-121.417266,38.594888
"6541","Providence Christian College",-118.118491,34.17275
"6542","Summit Salon & Beauty School",-105.053321,38.994577
"6543","Oxford Academy of Hair Design Inc",-73.060941,41.39764
"6544","Institute of World Politics",-77.036112,38.910537
"6545","Pontifical John Paul II Institute for Studies on Marriage and Family",-76.997896,38.932716
"6546","Medical Institute of Palm Beach",-80.13622,26.62047
"6547","Lake Lanier School of Massage",-83.818401,34.296441
"6548","Oliver Finley Academy of Cosmetology",-116.281291,43.6674
"6549","National Career College",-118.446211,34.221608
"6550","Aveda Institute-Chicago",-87.645838,41.933493
"6551","Tricoci University of Beauty Culture-Libertyville",-87.942702,42.28167
"6552","Tricoci University of Beauty Culture-Bridgeview",-87.802347,41.734817
"6553","The Temple-A Paul Mitchell Partner School",-77.411591,39.415152
"6554","Center for Massage & Natural Health",-82.550571,35.594
"6555","Academy of Hair Design-Oklahoma City",-97.564828,35.349359
"6556","Education and Technology Institute",-79.501924,40.310893
"6557","Pulse Beauty Academy-A Paul Mitchell Partner School",-75.701965,40.00839
"6558","Liberty Technical College",-66.1376,18.127882
"6559","Toni & Guy Hairdressing Academy-Cranston",-71.478372,41.733395
"6560","South Texas Training Center",-97.652261,26.137434
"6561","Columbia College",-77.231454,38.878307
"6562","Vermont College of Fine Arts",-72.567616,44.25521
"6563","Advanced Welding Institute",-73.139437,44.45588
"6564","The Art Institute of Washington-Dulles",-77.43001,39.035205
"6565","Paul Mitchell the School-Memphis",-89.796783,35.204071
"6566","Pima Medical Institute-East Valley",-111.688571,33.376805
"6567","Virginia College-Charleston",-80.023116,32.906099
"6568","Paul Mitchell the School-Cleveland",-81.46369,41.331292
"6569","Paul Mitchell the School-Columbus",-82.938765,40.059575
"6570","Georgia Beauty Academy",-84.949725,34.768394
"6571","Stautzenberger Institute-Allen Park",-83.215927,42.262232
"6572","Empire Beauty School-Lauderhill",-80.250996,26.183157
"6573","Empire Beauty School-Spring Lake Park",-93.262399,45.116629
"6574","MediaTech Institute-Austin",-97.769241,30.21396
"6575","MediaTech Institute-Houston",-95.568341,29.724809
"6576","Fortis College-Phoenix",-112.042951,33.454176
"6577","Miller-Motte College-Raleigh",-78.585643,35.835536
"6578","Lamson Institute",-98.607504,29.481426
"6579","Euphoria Institute of Beauty Arts & Sciences-Las Vegas",-115.203346,36.277937
"6580","Lincoln College of Technology-Toledo",-83.665334,41.614638
"6581","College of Hair Design-East Campus",-96.597358,40.734543
"6582","Sanford-Brown College-Online",-82.521281,28.02117
"6583","Le Cordon Bleu College of Culinary Arts-St Louis",-90.660121,38.801588
"6584","Sanford-Brown College-San Antonio",-98.558155,29.51871
"6585","Heritage College-Wichita",-97.243501,37.643349
"6586","Heritage College-Little Rock",-92.38314,34.7645
"6587","Argosy University-Phoenix Online Division",-112.107494,33.566817
"6588","MedTech College-Greenwood Campus",-86.077364,39.620244
"6589","MedTech College-Ft Wayne Campus",-85.237153,41.044946
"6590","MedTech College-Lexington Campus",-84.490924,38.097029
"6591","ITT Technical Institute-Madison",-90.124798,32.488133
"6592","ITT Technical Institute-Springfield",-93.275957,37.154882
"6593","ITT Technical Institute-Huntington",-82.342759,38.413651
"6594","ITT Technical Institute-Concord",-122.054354,37.975746
"6595","ITT Technical Institute-Fort Myers",-81.808948,26.545169
"6596","ITT Technical Institute-Charlotte North",-80.764873,35.338374
"6597","Fortis College-Salt Lake City",-111.870502,40.685819
"6598","Polytechnic University of Puerto Rico-Miami",-80.328852,25.809154
"6599","Polytechnic University of Puerto Rico-Orlando",-81.254951,28.55147
"6600","Ross Medical Education Center-Fort Wayne",-85.145448,41.114759
"6601","Ross Medical Education Center-Portage",-85.588652,42.226492
"6602","The Commonwealth Medical College",-75.656442,41.413493
"6603","Josef's West Academy",-96.863414,46.85887
"6604","Northeast Technology Center-Claremore",-95.634154,36.327191
"6605","Salon Success Academy-Fontana",-117.437619,34.098967
"6606","Salon Success Academy-Redlands",-117.218933,34.062342
"6607","Brown Mackie College-Phoenix",-112.118464,33.6054
"6608","Strayer University-West Virginia",-81.92702,38.45354
"6609","Regency Beauty Institute-Tinley Park",-87.793543,41.601853
"6610","Regency Beauty Institute-Columbia",-81.158838,34.070582
"6611","Regency Beauty Institute-South Bend",-86.186534,41.697537
"6612","Regency Beauty Institute-Detroit Lakeside",-82.99047,42.629311
"6613","Regency Beauty Institute-Fort Myers",-81.870933,26.571723
"6614","Regency Beauty Institute-Arlington",-97.10155,32.685145
"6615","Regency Beauty Institute-Durham",-78.909964,36.017972
"6616","Minnesota School of Business-Elk River",-93.560521,45.320025
"6617","Brown Mackie College-Greenville",-82.394491,34.853438
"6618","Globe University-Sioux Falls",-96.786599,43.498932
"6619","Globe University-Eau Claire",-91.42789,44.768275
"6620","Vanguard College of Cosmetology-Baton Rouge",-91.044461,30.41107
"6621","Globe University-Minneapolis",-93.272232,44.975817
"6622","San Joaquin Valley College-Hesperia",-117.383163,34.42076
"6623","Beauty Schools of America-Homestead",-80.44566,25.47522
"6624","South Texas Vocational Technical Institute-Brownsville",-97.508351,25.93711
"6625","South Texas Vocational Technical Institute-Corpus Christi",-97.433269,27.739649
"6626","L'Ecole Culinaire-Memphis",-89.79756,35.159653
"6627","University of Minnesota-Rochester",-92.463471,44.022339
"6628","Health And Style Institute",-79.997544,35.990965
"6629","College of Business and Technology-Cutler Bay",-80.357477,25.589553
"6630","National College-Columbus",-82.945951,40.084811
"6631","Herzing University-Toledo",-83.665453,41.639266
"6632","Capri Beauty College",-87.927816,41.509958
"6633","Milan Institute-Bakersfield",-119.023088,35.385513
"6634","Homestead Schools",-118.350152,33.808573
"6635","Carrington College-Las Vegas",-115.117941,36.08533
"6636","Carrington College-Reno",-119.78785,39.46399
"6637","Chamberlain College of Nursing-Florida",-81.586421,30.243517
"6638","Remington College-Columbia Campus",-81.098907,34.031103
"6639","Remington College of Nursing Orlando",-81.353591,28.775199
"6640","Washington Barber College Inc",-92.335352,34.69065
"6641","InterCoast Colleges-Elk Grove",-121.391081,38.41772
"6642","Horizon University",-117.182177,32.816724
"6643","San Diego Culinary Institute",-117.02377,32.76432
"6644","Beyond 21st Century Beauty Academy",-118.040811,33.916926
"6645","Academy for Jewish Religion-California",-118.293251,34.06107
"6646","Hollywood Beauty College",-121.293889,38.001191
"6647","Angeles College",-118.299641,34.06071
"6648","Angeles Institute",-118.08488,33.858399
"6649","Paul Mitchell the School-Temecula",-117.150033,33.506266
"6650","European Academy of Cosmetology and Hairdressing",-72.699821,41.29541
"6651","International Institute of Cosmetology",-72.66204,41.707857
"6652","Florida School of Traditional Midwifery",-82.315841,29.65227
"6653","Walton Career Development Center",-86.128051,30.73208
"6654","Immokalee Technical Center",-81.424941,26.42696
"6655","American Academy of Cosmetology",-81.798731,30.12368
"6656","University of Fort Lauderdale",-80.204513,26.146219
"6657","Aviation Institute of Maintenance-Orlando",-81.335009,28.68118
"6658","Summit Salon Academy",-82.525121,28.05182
"6659","The Salon Professional Academy-Gainesville",-82.416801,29.6548
"6660","The Salon Professional Academy-The Villages",-82.028021,28.92992
"6661","The Hair Academy Inc",-82.908551,32.53401
"6662","Profile Institute of Barber-Styling",-84.388142,33.681132
"6663","The Process Institute of Cosmetology",-84.02253,33.96488
"6664","New Hope Christian College-Honolulu",-157.888571,21.32731
"6665","D & L Academy of Hair Design",-114.469421,42.5558
"6666","Master Educators Beauty School",-114.45893,42.570478
"6667","Ambria College of Nursing",-88.210124,42.078918
"6668","Midwestern Career College",-87.637271,41.88245
"6669","Paul Mitchell the School-Normal",-88.960319,40.510317
"6670","Innovations Design Academy",-90.033155,40.558361
"6671","Aveda Fredric's Institute-Indianapolis",-86.064101,39.90573
"6672","The Salon Professional Academy-Anderson",-85.653531,40.06074
"6673","Eric Fisher Academy",-97.421921,37.69385
"6674","A & W Healthcare Educators",-90.011931,30.0275
"6675","My Le's Beauty College",-90.029401,29.90304
"6676","Blackstone Valley Vocational Regional School District",-71.614464,42.164288
"6677","Southern Worcester County Regional Voc School District",-71.956311,42.13549
"6678","L'esprit Academy",-83.354751,42.38204
"6679","Marketti Academy of Cosmetology",-83.375398,42.682695
"6680","CenterPoint Massage and Shiatsu Therapy School and Clinic",-93.346901,44.93991
"6681","Avalon School of Cosmetology",-95.602411,43.63189
"6682","American Business and Technology University",-94.819981,39.77909
"6683","City Vision College",-94.571091,39.07043
"6684","Transformed Barber and Cosmetology Academy",-94.522461,38.95324
"6685","Bitterroot School of Cosmetology",-114.158386,46.273477
"6686","Atlanta Beauty & Barber Academy",-84.259684,33.916554
"6687","Montana Academy of Salons",-111.304041,47.49948
"6688","Park West Barber School",-78.896386,35.899628
"6689","National Career Institute",-74.221981,40.76133
"6690","Toni & Guy Hairdressing Academy-Albuquerque",-106.566301,35.101989
"6691","International Academy of Style",-119.782749,39.515918
"6692","EDP School of Computer Programming",-73.952901,40.58605
"6693","New York Medical Career Training Center",-73.83133,40.76271
"6694","Institute of Culinary Education",-73.991225,40.742176
"6695","New Life Business Institute",-73.79816,40.70346
"6696","The Salon Professional Academy-Tonawanda",-78.825221,42.98185
"6697","Onondaga School of Therapeutic Massage-Syracuse",-76.140431,43.04769
"6698","Academy of Cosmetology and Esthetics NYC",-74.114451,40.57328
"6699","Finger Lakes School of Massage",-76.535067,42.46391
"6700","Four County Career Center",-84.30307,41.4528
"6701","Vanity School of Cosmetology",-82.079621,41.425409
"6702","The Salon Professional Academy-Perrysburg",-83.620281,41.54424
"6703","Portland Actors Conservatory",-122.691101,45.51379
"6704","Somerset County Technology Center",-79.029641,40.00475
"6705","Metro Beauty Academy",-75.555591,40.56865
"6706","Barone Beauty Academy",-76.993881,41.24478
"6707","Academy for Careers and Technology",-79.338778,34.187704
"6708","Aiken School of Cosmetology",-81.717081,33.5595
"6709","Love Beauty School Inc",-86.093791,35.48855
"6710","Professional Career Training Institute",-95.427231,29.981419
"6711","Cannon Institute of Higher Learning",-96.871531,32.828
"6712","Cardiotech Ultrasound School",-95.592801,29.67527
"6713","DuVall's School of Cosmetology",-97.168349,32.850675
"6714","Advanced Beauty College",-96.992096,32.860038
"6715","Texas Beauty College",-97.264453,32.815352
"6716","Avenue Five Institute",-97.727941,30.36865
"6717","The Salon Professional Academy-Lewisville",-97.00824,33.046421
"6718","Renaissance Academie",-111.665961,40.25395
"6719","Bethel College",-76.409141,37.04095
"6720","Institute of Advanced Medical Esthetics",-77.54038,37.629368
"6721","Gary Manuel Aveda Institute",-122.319201,47.61434
"6722","Northwest School of Wooden Boat Building",-122.752581,48.03403
"6723","Pinchot University",-122.331251,47.60026
"6724","The Salon Professional Academy-Onalaska",-91.19732,43.87382
"6725","Regency Beauty Institute-North Tucson",-110.962246,32.286682
"6726","Kaplan College-Chula Vista",-117.088637,32.629042
"6727","InterCoast Colleges-Roseville",-121.293181,38.72347
"6728","West Coast University-Orange County",-117.912161,33.81094
"6729","West Coast University-Ontario",-117.589871,34.06667
"6730","Dade Medical College-Homestead",-80.477343,25.473308
"6731","Virginia College-Augusta",-82.077985,33.460419
"6732","Midwest Technical Institute-East Peoria",-89.546605,40.645272
"6733","Paul Mitchell the School-Chicago",-87.646601,41.86647
"6734","Kaplan College-Indianapolis",-86.149018,39.70441
"6735","Regency Beauty Institute-Evansville",-87.488757,37.981143
"6736","Regency Beauty Institute-Wichita",-97.240081,37.67821
"6737","Regency Beauty Institute-Shreveport",-93.717641,32.4369
"6738","Regency Beauty Institute-Springfield",-93.270911,37.1604
"6739","Regency Beauty Institute-Canton",-81.434401,40.86198
"6740","Regency Beauty Institute-Spartanburg",-81.987001,34.92655
"6741","Regency Beauty Institute-Chattanooga",-85.149141,35.03891
"6742","Regency Beauty Institute-Mesquite",-96.62715,32.79565
"6743","Kaplan Career Institute-Dearborn",-83.219601,42.33074
"6744","Dorsey Business Schools-Waterford Pontiac",-83.32607,42.644473
"6745","Regina's College of Beauty-High Point",-80.014351,35.95465
"6746","Miller-Motte College-Fayetteville",-78.881341,35.11143
"6747","Drake College of Business-Newark",-74.171991,40.73485
"6748","European Massage Therapy School-Las Vegas",-115.300711,36.14559
"6749","Harrison College-Grove City",-83.04592,39.88221
"6750","Miller-Motte Technical College-Columbus",-84.936311,32.48008
"6751","National University College-Ponce",-66.60597,17.98043
"6752","Fortis Institute-Grand Prairie",-97.005121,32.76093
"6753","Paul Mitchell the School-St George",-113.519118,37.128871
"6754","The Art Institute of Virginia Beach",-76.131612,36.842603
"6755","Bryant & Stratton College-Bayshore",-87.91537,43.11936
"6756","Gerstner Sloan-Kettering Graduate School of Biomedical Sciences",-73.95742,40.765115
"6757","Daymar College-Online",-85.684133,38.157373
"6758","Virginia College-Columbia",-80.957824,34.064338
"6759","Sanford-Brown College-Dearborn",-83.208849,42.332719
"6760","Sanford-Brown College-Grand Rapids",-85.567691,42.91473
"6761","Sanford-Brown College-Indianapolis",-86.229711,39.91598
"6762","Sanford-Brown College-Hillside",-87.897811,41.86385
"6763","Sanford-Brown College-Tinley Park",-87.826471,41.55579
"6764","Sanford-Brown College-Phoenix",-112.113951,33.57416
"6765","Sanford-Brown Institute-Orlando",-81.402431,28.47104
"6766","Fortis College-Indianapolis",-86.223181,39.9184
"6767","Kaplan College-Arlington",-97.060591,32.70881
"6768","Kaplan College-Charlotte",-80.752731,35.17702
"6769","Kaplan College-Jacksonville",-81.581752,30.288719
"6770","Globe University-Madison East",-89.298381,43.14519
"6771","Minnesota School of Business-Lakeville",-93.287451,44.69162
"6772","Globe University–Green Bay",-87.998291,44.45545
"6773","Globe University–Madison West",-89.527486,43.088164
"6774","Globe University–Wausau",-89.63619,44.85984
"6775","Dade Medical College-Hollywood",-80.224797,26.024536
"6776","Empire Beauty School-E Memphis",-89.901901,35.11556
"6777","Empire Beauty School-Nashville",-86.814771,35.96779
"6778","Empire Beauty School-Jackson",-88.847611,35.63695
"6779","Empire Beauty School-Springfield",-75.349761,39.93764
"6780","Empire Beauty School-Paramus",-74.045583,40.913536
"6781","Empire Beauty School-Speedway",-86.26042,39.79719
"6782","Empire Beauty School-Morrow",-84.326348,33.565227
"6783","Strayer University-Arkansas",-92.396031,34.74735
"6784","Strayer University-Georgia",-84.275501,33.874785
"6785","Strayer University-Louisiana",-90.124031,30.00145
"6786","Strayer University-Mississippi",-90.149441,32.38098
"6787","Strayer University-South Carolina",-82.369471,34.82653
"6788","Strayer University-Texas",-97.740231,30.37211
"6789","The Art Institute of San Antonio",-98.565113,29.533331
"6790","Globe University-La Crosse",-91.19182,43.87803
"6791","The Hair Design School-S Memphis",-89.945541,35.1096
"6792","The Hair Design School-Charlotte",-80.7837,35.25855
"6793","The Hair Design School-Durham",-78.907235,36.068089
"6794","The Hair Design School-E Greensboro",-79.759461,36.08758
"6795","The Hair Design School-Winston-Salem",-80.283141,36.15225
"6796","Empire Beauty School-West Palm",-80.107126,26.706707
"6797","Empire Beauty School-Pineville",-80.866281,35.08952
"6798","The Hair Design School-N Memphis",-89.917191,35.21456
