value_1,link_1,link_1/_text,link_1/_title,value_2,content,link_2,link_2/_text,link_2/_title,value_3,value_3_prices
"137","http://espn.go.com/nba/player/_/id/3973/darren-collison","Darren Collison","",", PG","Sacramento Kings","http://espn.go.com/nba/team/_/name/sac/sacramento-kings","Sacramento Kings","","$4,797,664","4797664"
"138","http://espn.go.com/nba/player/_/id/4195/kostas-papanikolaou","Kostas Papanikolaou","",", SF","Houston Rockets","http://espn.go.com/nba/team/_/name/hou/houston-rockets","Houston Rockets","","$4,797,664","4797664"
"139","http://espn.go.com/nba/player/_/id/3191/corey-brewer","Corey Brewer","",", SG","Minnesota Timberwolves","http://espn.go.com/nba/team/_/name/min/minnesota-timberwolves","Minnesota Timberwolves","","$4,702,500","4702500"
"140","http://espn.go.com/nba/player/_/id/4011/ricky-rubio","Ricky Rubio","",", PG","Minnesota Timberwolves","http://espn.go.com/nba/team/_/name/min/minnesota-timberwolves","Minnesota Timberwolves","","$4,660,479","4660479"
"RK","","","","NAME","TEAM","","","","SALARY",""
"141","http://espn.go.com/nba/player/_/id/557/andre-miller","Andre Miller","",", PG","Washington Wizards","http://espn.go.com/nba/team/_/name/wsh/washington-wizards","Washington Wizards","","$4,650,000","4650000"
"142","http://espn.go.com/nba/player/_/id/4298/timofey-mozgov","Timofey Mozgov","",", C","Denver Nuggets","http://espn.go.com/nba/team/_/name/den/denver-nuggets","Denver Nuggets","","$4,650,000","4650000"
"143","http://espn.go.com/nba/player/_/id/6580/bradley-beal","Bradley Beal","",", SG","Washington Wizards","http://espn.go.com/nba/team/_/name/wsh/washington-wizards","Washington Wizards","","$4,505,280","4505280"
"144","http://espn.go.com/nba/player/_/id/1705/caron-butler","Caron Butler","",", SF","Detroit Pistons","http://espn.go.com/nba/team/_/name/det/detroit-pistons","Detroit Pistons","","$4,500,000","4500000"
"145","http://espn.go.com/nba/player/_/id/3998/jonas-jerebko","Jonas Jerebko","",", PF","Detroit Pistons","http://espn.go.com/nba/team/_/name/det/detroit-pistons","Detroit Pistons","","$4,500,000","4500000"
"146","http://espn.go.com/nba/player/_/id/2594922/otto-porter-jr.","Otto Porter Jr.","",", SF","Washington Wizards","http://espn.go.com/nba/team/_/name/wsh/washington-wizards","Washington Wizards","","$4,470,480","4470480"
"147","http://espn.go.com/nba/player/_/id/3059318/joel-embiid","Joel Embiid","",", C","Philadelphia 76ers","http://espn.go.com/nba/team/_/name/phi/philadelphia-76ers","Philadelphia 76ers","","$4,427,640","4427640"
"148","http://espn.go.com/nba/player/_/id/3451/luc-richard-mbah-a-moute","Luc Richard Mbah a Moute","",", PF","Philadelphia 76ers","http://espn.go.com/nba/team/_/name/phi/philadelphia-76ers","Philadelphia 76ers","","$4,382,576","4382576"
"149","http://espn.go.com/nba/player/_/id/3201/jared-dudley","Jared Dudley","",", SG","Milwaukee Bucks","http://espn.go.com/nba/team/_/name/mil/milwaukee-bucks","Milwaukee Bucks","","$4,250,000","4250000"
"150","http://espn.go.com/nba/player/_/id/2433/kris-humphries","Kris Humphries","",", PF","Washington Wizards","http://espn.go.com/nba/team/_/name/wsh/washington-wizards","Washington Wizards","","$4,250,000","4250000"
"RK","","","","NAME","TEAM","","","","SALARY",""
"151","http://espn.go.com/nba/player/_/id/2778/c.j.-miles","C.J. Miles","",", SF","Indiana Pacers","http://espn.go.com/nba/team/_/name/ind/indiana-pacers","Indiana Pacers","","$4,205,000","4205000"
"152","http://espn.go.com/nba/player/_/id/3028/thabo-sefolosha","Thabo Sefolosha","",", SG","Atlanta Hawks","http://espn.go.com/nba/team/_/name/atl/atlanta-hawks","Atlanta Hawks","","$4,150,000","4150000"
"153","http://espn.go.com/nba/player/_/id/6628/dion-waiters","Dion Waiters","",", SG","Oklahoma City Thunder","http://espn.go.com/nba/team/_/name/okc/oklahoma-city-thunder","Oklahoma City Thunder","","$4,062,000","4062000"
"154","http://espn.go.com/nba/player/_/id/991/samuel-dalembert","Samuel Dalembert","",", C","New York Knicks","http://espn.go.com/nba/team/_/name/ny/new-york-knicks","New York Knicks","","$4,051,527","4051527"
"155","http://espn.go.com/nba/player/_/id/2579258/cody-zeller","Cody Zeller","",", PF","Charlotte Hornets","http://espn.go.com/nba/team/_/name/cha/charlotte-hornets","Charlotte Hornets","","$4,030,560","4030560"
"156","http://espn.go.com/nba/player/_/id/3988/danny-green","Danny Green","",", SG","San Antonio Spurs","http://espn.go.com/nba/team/_/name/sa/san-antonio-spurs","San Antonio Spurs","","$4,025,000","4025000"
"157","http://espn.go.com/nba/player/_/id/3419/mario-chalmers","Mario Chalmers","",", PG","Miami Heat","http://espn.go.com/nba/team/_/name/mia/miami-heat","Miami Heat","","$4,000,000","4000000"
"158","http://espn.go.com/nba/player/_/id/2774/ian-mahinmi","Ian Mahinmi","",", C","Indiana Pacers","http://espn.go.com/nba/team/_/name/ind/indiana-pacers","Indiana Pacers","","$4,000,000","4000000"
"159","http://espn.go.com/nba/player/_/id/3064290/aaron-gordon","Aaron Gordon","",", PF","Orlando Magic","http://espn.go.com/nba/team/_/name/orl/orlando-magic","Orlando Magic","","$3,992,040","3992040"
"160","http://espn.go.com/nba/player/_/id/2178/mo-williams","Mo Williams","",", PG","Charlotte Hornets","http://espn.go.com/nba/team/_/name/cha/charlotte-hornets","Charlotte Hornets","","$3,965,074","3965074"
