value_1,link_1,link_1/_text,link_1/_title,value_2,content,link_2,link_2/_text,link_2/_title,value_3,value_3_prices
"416","http://espn.go.com/nba/player/_/id/2477/earl-barron","Earl Barron","",", C","Phoenix Suns","http://espn.go.com/nba/team/_/name/phx/phoenix-suns","Phoenix Suns","","$183,049","183049"
"417","http://espn.go.com/nba/player/_/id/2594818/james-michael-mcadoo","James Michael McAdoo","",", SF","Golden State Warriors","http://espn.go.com/nba/team/_/name/gs/golden-state-warriors","Golden State Warriors","","$167,122","167122"
"418","http://espn.go.com/nba/player/_/id/6436/jordan-hamilton","Jordan Hamilton","",", SG","Los Angeles Clippers","http://espn.go.com/nba/team/_/name/lac/los-angeles-clippers","Los Angeles Clippers","","$150,591","150591"
"419","http://espn.go.com/nba/player/_/id/2327577/jamychal-green","JaMychal Green","",", PF","Memphis Grizzlies","http://espn.go.com/nba/team/_/name/mem/memphis-grizzlies","Memphis Grizzlies","","$134,295","134295"
"420","http://espn.go.com/nba/player/_/id/4294/elliot-williams","Elliot Williams","",", SG","Utah Jazz","http://espn.go.com/nba/team/_/name/utah/utah-jazz","Utah Jazz","","$107,676","107676"
"RK","","","","NAME","TEAM","","","","SALARY",""
"421","http://espn.go.com/nba/player/_/id/3979/toney-douglas","Toney Douglas","",", PG","New Orleans Pelicans","http://espn.go.com/nba/team/_/name/no/new-orleans-pelicans","New Orleans Pelicans","","$107,676","107676"
"422","http://espn.go.com/nba/player/_/id/2325975/chris-johnson","Chris Johnson","",", SF","Utah Jazz","http://espn.go.com/nba/team/_/name/utah/utah-jazz","Utah Jazz","","$107,676","107676"
"423","http://espn.go.com/nba/player/_/id/2782/nate-robinson","Nate Robinson","",", PG","Los Angeles Clippers","http://espn.go.com/nba/team/_/name/lac/los-angeles-clippers","Los Angeles Clippers","","$107,676","107676"
"424","http://espn.go.com/nba/player/_/id/2327107/toure'-murry","Toure' Murry","",", SF","Washington Wizards","http://espn.go.com/nba/team/_/name/wsh/washington-wizards","Washington Wizards","","$96,056","96056"
"425","http://espn.go.com/nba/player/_/id/2327449/jorge-gutierrez","Jorge Gutierrez","",", PG","Brooklyn Nets","http://espn.go.com/nba/team/_/name/bkn/brooklyn-nets","Brooklyn Nets","","$96,056","96056"
"426","http://espn.go.com/nba/player/_/id/2531054/bryce-cotton","Bryce Cotton","",", PG","Utah Jazz","http://espn.go.com/nba/team/_/name/utah/utah-jazz","Utah Jazz","","$92,514","92514"
"427","http://espn.go.com/nba/player/_/id/2580784/jabari-brown","Jabari Brown","",", SG","Los Angeles Lakers","http://espn.go.com/nba/team/_/name/lal/los-angeles-lakers","Los Angeles Lakers","","$59,686","59686"
"428","http://espn.go.com/nba/player/_/id/2488945/tim-frazier","Tim Frazier","",", PG","Portland Trail Blazers","http://espn.go.com/nba/team/_/name/por/portland-trail-blazers","Portland Trail Blazers","","$59,686","59686"
"429","http://espn.go.com/nba/player/_/id/2488713/jack-cooley","Jack Cooley","",", SF","Utah Jazz","http://espn.go.com/nba/team/_/name/utah/utah-jazz","Utah Jazz","","$59,686","59686"
"430","http://espn.go.com/nba/player/_/id/3032/tyrus-thomas","Tyrus Thomas","",", PF","Memphis Grizzlies","http://espn.go.com/nba/team/_/name/mem/memphis-grizzlies","Memphis Grizzlies","","$53,838","53838"
"RK","","","","NAME","TEAM","","","","SALARY",""
"431","http://espn.go.com/nba/player/_/id/4010/a.j.-price","A.J. Price","",", PG","Phoenix Suns","http://espn.go.com/nba/team/_/name/phx/phoenix-suns","Phoenix Suns","","$53,838","53838"
"432","http://espn.go.com/nba/player/_/id/3976/austin-daye","Austin Daye","",", SF","San Antonio Spurs","http://espn.go.com/nba/team/_/name/sa/san-antonio-spurs","San Antonio Spurs","","$53,838","53838"
"433","http://espn.go.com/nba/player/_/id/2326307/seth-curry","Seth Curry","",", SG","Phoenix Suns","http://espn.go.com/nba/team/_/name/phx/phoenix-suns","Phoenix Suns","","$48,028","48028"
"434","http://espn.go.com/nba/player/_/id/2991143/ricky-ledo","Ricky Ledo","",", SG","New York Knicks","http://espn.go.com/nba/team/_/name/ny/new-york-knicks","New York Knicks","","$48,028","48028"
"435","http://espn.go.com/nba/player/_/id/2488650/andre-dawkins","Andre Dawkins","",", SG","Miami Heat","http://espn.go.com/nba/team/_/name/mia/miami-heat","Miami Heat","","$29,843","29843"
"436","http://espn.go.com/nba/player/_/id/2489664/david-stockton","David Stockton","",", PG","Sacramento Kings","http://espn.go.com/nba/team/_/name/sac/sacramento-kings","Sacramento Kings","","$29,483","29483"
