value_1,link_1,link_1/_text,link_1/_title,value_2,content,link_2,link_2/_text,link_2/_title,value_3,value_3_prices
"93","http://espn.go.com/nba/player/_/id/3194/wilson-chandler","Wilson Chandler","",", SF","Denver Nuggets","http://espn.go.com/nba/team/_/name/den/denver-nuggets","Denver Nuggets","","$6,757,913","6757913"
"94","http://espn.go.com/nba/player/_/id/1018/jason-richardson","Jason Richardson","",", SG","Philadelphia 76ers","http://espn.go.com/nba/team/_/name/phi/philadelphia-76ers","Philadelphia 76ers","","$6,601,125","6601125"
"95","http://espn.go.com/nba/player/_/id/2444/j.r.-smith","J.R. Smith","",", SG","New York Knicks","http://espn.go.com/nba/team/_/name/ny/new-york-knicks","New York Knicks","","$6,515,510","6515510"
"96","http://espn.go.com/nba/player/_/id/3217/carl-landry","Carl Landry","",", PF","Sacramento Kings","http://espn.go.com/nba/team/_/name/sac/sacramento-kings","Sacramento Kings","","$6,500,000","6500000"
"97","http://espn.go.com/nba/player/_/id/4291/greivis-vasquez","Greivis Vasquez","",", PG","Toronto Raptors","http://espn.go.com/nba/team/_/name/tor/toronto-raptors","Toronto Raptors","","$6,400,000","6400000"
"98","http://espn.go.com/nba/player/_/id/6480/derrick-williams","Derrick Williams","",", PF","Sacramento Kings","http://espn.go.com/nba/team/_/name/sac/sacramento-kings","Sacramento Kings","","$6,331,404","6331404"
"99","http://espn.go.com/nba/player/_/id/2768/jarrett-jack","Jarrett Jack","",", PG","Brooklyn Nets","http://espn.go.com/nba/team/_/name/bkn/brooklyn-nets","Brooklyn Nets","","$6,300,000","6300000"
"100","http://espn.go.com/nba/player/_/id/2011/kyle-korver","Kyle Korver","",", SG","Atlanta Hawks","http://espn.go.com/nba/team/_/name/atl/atlanta-hawks","Atlanta Hawks","","$6,253,521","6253521"
"RK","","","","NAME","TEAM","","","","SALARY",""
"101","http://espn.go.com/nba/player/_/id/4274/landry-fields","Landry Fields","",", SG","Toronto Raptors","http://espn.go.com/nba/team/_/name/tor/toronto-raptors","Toronto Raptors","","$6,250,000","6250000"
"102","http://espn.go.com/nba/player/_/id/3447/robin-lopez","Robin Lopez","",", C","Portland Trail Blazers","http://espn.go.com/nba/team/_/name/por/portland-trail-blazers","Portland Trail Blazers","","$6,124,729","6124729"
"103","http://espn.go.com/nba/player/_/id/3462/jason-thompson","Jason Thompson","",", PF","Sacramento Kings","http://espn.go.com/nba/team/_/name/sac/sacramento-kings","Sacramento Kings","","$6,037,500","6037500"
"104","http://espn.go.com/nba/player/_/id/3993/gerald-henderson","Gerald Henderson","",", SG","Charlotte Hornets","http://espn.go.com/nba/team/_/name/cha/charlotte-hornets","Charlotte Hornets","","$6,000,000","6000000"
"105","http://espn.go.com/nba/player/_/id/4003/jodie-meeks","Jodie Meeks","",", SG","Detroit Pistons","http://espn.go.com/nba/team/_/name/det/detroit-pistons","Detroit Pistons","","$6,000,000","6000000"
"106","http://espn.go.com/nba/player/_/id/2834/chuck-hayes","Chuck Hayes","",", PF","Toronto Raptors","http://espn.go.com/nba/team/_/name/tor/toronto-raptors","Toronto Raptors","","$5,958,750","5958750"
"107","http://espn.go.com/nba/player/_/id/841/jason-terry","Jason Terry","",", SG","Houston Rockets","http://espn.go.com/nba/team/_/name/hou/houston-rockets","Houston Rockets","","$5,850,313","5850313"
"108","http://espn.go.com/nba/player/_/id/4264/patrick-patterson","Patrick Patterson","",", PF","Toronto Raptors","http://espn.go.com/nba/team/_/name/tor/toronto-raptors","Toronto Raptors","","$5,831,326","5831326"
"109","http://espn.go.com/nba/player/_/id/3033/p.j.-tucker","P.J. Tucker","",", SF","Phoenix Suns","http://espn.go.com/nba/team/_/name/phx/phoenix-suns","Phoenix Suns","","$5,700,000","5700000"
"110","http://espn.go.com/nba/player/_/id/6447/enes-kanter","Enes Kanter","",", C","Utah Jazz","http://espn.go.com/nba/team/_/name/utah/utah-jazz","Utah Jazz","","$5,694,674","5694674"
"RK","","","","NAME","TEAM","","","","SALARY",""
"111","http://espn.go.com/nba/player/_/id/6583/anthony-davis","Anthony Davis","",", PF","New Orleans Pelicans","http://espn.go.com/nba/team/_/name/no/new-orleans-pelicans","New Orleans Pelicans","","$5,607,240","5607240"
"112","http://espn.go.com/nba/player/_/id/2991473/anthony-bennett","Anthony Bennett","",", PF","Minnesota Timberwolves","http://espn.go.com/nba/team/_/name/min/minnesota-timberwolves","Minnesota Timberwolves","","$5,563,920","5563920"
"113","http://espn.go.com/nba/player/_/id/3059319/andrew-wiggins","Andrew Wiggins","",", SG","Minnesota Timberwolves","http://espn.go.com/nba/team/_/name/min/minnesota-timberwolves","Minnesota Timberwolves","","$5,510,640","5510640"
"114","http://espn.go.com/nba/player/_/id/4260/greg-monroe","Greg Monroe","",", C","Detroit Pistons","http://espn.go.com/nba/team/_/name/det/detroit-pistons","Detroit Pistons","","$5,479,934","5479934"
"115","http://espn.go.com/nba/player/_/id/2799/louis-williams","Louis Williams","",", SG","Toronto Raptors","http://espn.go.com/nba/team/_/name/tor/toronto-raptors","Toronto Raptors","","$5,450,000","5450000"
"116","http://espn.go.com/nba/player/_/id/3445/courtney-lee","Courtney Lee","",", SG","Memphis Grizzlies","http://espn.go.com/nba/team/_/name/mem/memphis-grizzlies","Memphis Grizzlies","","$5,450,000","5450000"
"117","http://espn.go.com/nba/player/_/id/165/jamal-crawford","Jamal Crawford","",", SG","Los Angeles Clippers","http://espn.go.com/nba/team/_/name/lac/los-angeles-clippers","Los Angeles Clippers","","$5,450,000","5450000"
"118","http://espn.go.com/nba/player/_/id/2795/martell-webster","Martell Webster","",", SF","Washington Wizards","http://espn.go.com/nba/team/_/name/wsh/washington-wizards","Washington Wizards","","$5,381,750","5381750"
"119","http://espn.go.com/nba/player/_/id/3437/jj-hickson","JJ Hickson","",", C","Denver Nuggets","http://espn.go.com/nba/team/_/name/den/denver-nuggets","Denver Nuggets","","$5,381,750","5381750"
"120","http://espn.go.com/nba/player/_/id/1135/chris-andersen","Chris Andersen","",", PF","Miami Heat","http://espn.go.com/nba/team/_/name/mia/miami-heat","Miami Heat","","$5,375,000","5375000"
